UGY;VOF;u/u_av_line;Points:0;Points:1;Points:2
9.2005e-06;1;0.00015674;0.0782;0.000969;4.862e-05
9.1159e-06;1;0.0001553;0.0782;0.00097185;4.8763e-05
9.0313e-06;1;0.00015386;0.0782;0.0009747;4.8906e-05
8.9467e-06;1;0.00015241;0.0782;0.00097755;4.9049e-05
8.8621e-06;1;0.00015097;0.0782;0.0009804;4.9192e-05
8.7775e-06;1;0.00014953;0.0782;0.00098325;4.9335e-05
8.6929e-06;1;0.00014809;0.0782;0.0009861;4.9478e-05
8.6083e-06;1;0.00014665;0.0782;0.00098895;4.9621e-05
8.5237e-06;1;0.00014521;0.0782;0.0009918;4.9764e-05
8.4391e-06;1;0.00014377;0.0782;0.00099465;4.9907e-05
8.3545e-06;1;0.00014232;0.0782;0.0009975;5.005e-05
8.2699e-06;1;0.00014088;0.0782;0.0010003;5.0193e-05
8.1853e-06;1;0.00013944;0.0782;0.0010032;5.0336e-05
8.1007e-06;1;0.000138;0.0782;0.0010061;5.0479e-05
8.016e-06;1;0.00013656;0.0782;0.0010089;5.0622e-05
7.9314e-06;1;0.00013512;0.0782;0.0010117;5.0765e-05
7.8468e-06;1;0.00013368;0.0782;0.0010146;5.0908e-05
7.7622e-06;1;0.00013224;0.0782;0.0010175;5.1051e-05
7.6776e-06;1;0.00013079;0.0782;0.0010203;5.1194e-05
7.593e-06;1;0.00012935;0.0782;0.0010232;5.1337e-05
7.5084e-06;1;0.00012791;0.0782;0.001026;5.148e-05
7.4238e-06;1;0.00012647;0.0782;0.0010288;5.1623e-05
7.3392e-06;1;0.00012503;0.0782;0.0010317;5.1766e-05
7.2546e-06;1;0.00012359;0.0782;0.0010346;5.1909e-05
7.17e-06;1;0.00012215;0.0782;0.0010374;5.2052e-05
7.0854e-06;1;0.0001207;0.0782;0.0010403;5.2195e-05
7.0008e-06;1;0.00011926;0.0782;0.0010431;5.2338e-05
6.9161e-06;1;0.00011782;0.0782;0.0010459;5.2481e-05
6.8315e-06;1;0.00011638;0.0782;0.0010488;5.2624e-05
6.7469e-06;1;0.00011494;0.0782;0.0010517;5.2767e-05
6.6623e-06;1;0.0001135;0.0782;0.0010545;5.291e-05
6.5777e-06;1;0.00011206;0.0782;0.0010573;5.3053e-05
6.4931e-06;1;0.00011062;0.0782;0.0010602;5.3196e-05
6.4085e-06;1;0.00010917;0.0782;0.0010631;5.3339e-05
6.3239e-06;1;0.00010773;0.0782;0.0010659;5.3482e-05
6.1898e-06;1;0.00010545;0.0782;0.0010688;5.3625e-05
6.0337e-06;1;0.00010279;0.0782;0.0010716;5.3768e-05
5.8776e-06;1;0.00010013;0.0782;0.0010744;5.3911e-05
5.7215e-06;1;9.7471e-05;0.0782;0.0010773;5.4054e-05
5.5654e-06;1;9.4811e-05;0.0782;0.0010802;5.4197e-05
5.4093e-06;1;9.2152e-05;0.0782;0.001083;5.434e-05
5.2532e-06;1;8.9492e-05;0.0782;0.0010859;5.4483e-05
5.0971e-06;1;8.6833e-05;0.0782;0.0010887;5.4626e-05
4.941e-06;1;8.4174e-05;0.0782;0.0010915;5.4769e-05
4.7849e-06;1;8.1514e-05;0.0782;0.0010944;5.4912e-05
4.6288e-06;1;7.8855e-05;0.0782;0.0010973;5.5055e-05
4.4727e-06;1;7.6195e-05;0.0782;0.0011001;5.5198e-05
4.3166e-06;1;7.3536e-05;0.0782;0.001103;5.5341e-05
4.1604e-06;1;7.0876e-05;0.0782;0.0011058;5.5484e-05
4.0043e-06;1;6.8217e-05;0.0782;0.0011087;5.5627e-05
3.8482e-06;1;6.5558e-05;0.0782;0.0011115;5.577e-05
3.6921e-06;1;6.2898e-05;0.0782;0.0011144;5.5913e-05
3.536e-06;1;6.0239e-05;0.0782;0.0011172;5.6056e-05
3.3799e-06;1;5.7579e-05;0.0782;0.00112;5.6199e-05
3.2238e-06;1;5.492e-05;0.0782;0.0011229;5.6342e-05
3.0677e-06;1;5.2261e-05;0.0782;0.0011258;5.6485e-05
2.9116e-06;1;4.9601e-05;0.0782;0.0011286;5.6628e-05
2.7555e-06;1;4.6942e-05;0.0782;0.0011315;5.6771e-05
2.5994e-06;1;4.4282e-05;0.0782;0.0011343;5.6914e-05
2.4433e-06;1;4.1623e-05;0.0782;0.0011371;5.7057e-05
2.2872e-06;1;3.8963e-05;0.0782;0.00114;5.72e-05
2.1311e-06;1;3.6304e-05;0.0782;0.0011429;5.7343e-05
1.9749e-06;1;3.3645e-05;0.0782;0.0011457;5.7486e-05
1.8188e-06;1;3.0985e-05;0.0782;0.0011486;5.7629e-05
1.6627e-06;1;2.8326e-05;0.0782;0.0011514;5.7772e-05
1.5066e-06;1;2.5666e-05;0.0782;0.0011542;5.7915e-05
1.3505e-06;1;2.3007e-05;0.0782;0.0011571;5.8058e-05
1.1944e-06;1;2.0348e-05;0.0782;0.00116;5.8201e-05
1.0383e-06;1;1.7688e-05;0.0782;0.0011628;5.8344e-05
8.8219e-07;1;1.5029e-05;0.0782;0.0011656;5.8487e-05
7.2608e-07;1;1.2369e-05;0.0782;0.0011685;5.863e-05
5.6998e-07;1;9.71e-06;0.0782;0.0011714;5.8773e-05
4.1387e-07;1;7.0506e-06;0.0782;0.0011742;5.8916e-05
2.5776e-07;1;4.3911e-06;0.0782;0.0011771;5.9059e-05
1.0165e-07;1;1.7317e-06;0.0782;0.0011799;5.9202e-05
-5.4452e-08;1;-9.2764e-07;0.0782;0.0011827;5.9345e-05
-2.1056e-07;1;-3.5871e-06;0.0782;0.0011856;5.9488e-05
-3.6667e-07;1;-6.2465e-06;0.0782;0.0011885;5.9631e-05
-5.2278e-07;1;-8.9059e-06;0.0782;0.0011913;5.9774e-05
-6.7889e-07;1;-1.1565e-05;0.0782;0.0011942;5.9917e-05
-8.3499e-07;1;-1.4225e-05;0.0782;0.001197;6.006e-05
-9.911e-07;1;-1.6884e-05;0.0782;0.0011998;6.0203e-05
-1.2251e-06;1;-2.0871e-05;0.0782;0.0012027;6.0346e-05
-1.4675e-06;1;-2.5e-05;0.0782;0.0012056;6.0489e-05
-1.7099e-06;1;-2.913e-05;0.0782;0.0012084;6.0632e-05
-1.9523e-06;1;-3.3259e-05;0.0782;0.0012112;6.0775e-05
-2.1947e-06;1;-3.7388e-05;0.0782;0.0012141;6.0918e-05
-2.4371e-06;1;-4.1518e-05;0.0782;0.001217;6.1061e-05
-2.6795e-06;1;-4.5647e-05;0.0782;0.0012198;6.1204e-05
-2.9219e-06;1;-4.9777e-05;0.0782;0.0012227;6.1347e-05
-3.1643e-06;1;-5.3906e-05;0.0782;0.0012255;6.149e-05
-3.4067e-06;1;-5.8035e-05;0.0782;0.0012283;6.1633e-05
-3.6491e-06;1;-6.2165e-05;0.0782;0.0012312;6.1776e-05
-3.8915e-06;1;-6.6294e-05;0.0782;0.0012341;6.1919e-05
-4.1339e-06;1;-7.0423e-05;0.0782;0.0012369;6.2062e-05
-4.3763e-06;1;-7.4553e-05;0.0782;0.0012398;6.2205e-05
-4.6187e-06;1;-7.8682e-05;0.0782;0.0012426;6.2348e-05
-4.861e-06;1;-8.2812e-05;0.0782;0.0012454;6.2491e-05
-5.1034e-06;1;-8.6941e-05;0.0782;0.0012483;6.2634e-05
-5.3458e-06;1;-9.107e-05;0.0782;0.0012512;6.2777e-05
-5.5882e-06;1;-9.52e-05;0.0782;0.001254;6.292e-05
-5.8306e-06;1;-9.9329e-05;0.0782;0.0012568;6.3063e-05
-6.073e-06;1;-0.00010346;0.0782;0.0012597;6.3206e-05
-6.3154e-06;1;-0.00010759;0.0782;0.0012626;6.3349e-05
-6.5578e-06;1;-0.00011172;0.0782;0.0012654;6.3492e-05
-6.8002e-06;1;-0.00011585;0.0782;0.0012683;6.3635e-05
-7.0426e-06;1;-0.00011998;0.0782;0.0012711;6.3778e-05
-7.285e-06;1;-0.00012411;0.0782;0.0012739;6.3921e-05
-7.5274e-06;1;-0.00012824;0.0782;0.0012768;6.4064e-05
-7.7698e-06;1;-0.00013236;0.0782;0.0012797;6.4207e-05
-8.0122e-06;1;-0.00013649;0.0782;0.0012825;6.435e-05
-8.2546e-06;1;-0.00014062;0.0782;0.0012854;6.4493e-05
-8.497e-06;1;-0.00014475;0.0782;0.0012882;6.4636e-05
-8.7394e-06;1;-0.00014888;0.0782;0.001291;6.4779e-05
-8.9818e-06;1;-0.00015301;0.0782;0.0012939;6.4922e-05
-9.2242e-06;1;-0.00015714;0.0782;0.0012968;6.5065e-05
-9.4666e-06;1;-0.00016127;0.0782;0.0012996;6.5208e-05
-9.7089e-06;1;-0.0001654;0.0782;0.0013024;6.5351e-05
-9.9513e-06;1;-0.00016953;0.0782;0.0013053;6.5494e-05
-1.0194e-05;1;-0.00017366;0.0782;0.0013082;6.5637e-05
-1.0436e-05;1;-0.00017779;0.0782;0.001311;6.578e-05
-1.0679e-05;1;-0.00018192;0.0782;0.0013139;6.5923e-05
-1.0921e-05;1;-0.00018605;0.0782;0.0013167;6.6066e-05
-1.1163e-05;1;-0.00019018;0.0782;0.0013195;6.6209e-05
-1.1406e-05;1;-0.00019431;0.0782;0.0013224;6.6352e-05
-1.1648e-05;1;-0.00019843;0.0782;0.0013253;6.6495e-05
-1.1891e-05;1;-0.00020256;0.0782;0.0013281;6.6638e-05
-1.2133e-05;1;-0.00020669;0.0782;0.001331;6.6781e-05
-1.2387e-05;1;-0.00021102;0.0782;0.0013338;6.6924e-05
-1.2731e-05;1;-0.00021688;0.0782;0.0013366;6.7067e-05
-1.3075e-05;1;-0.00022274;0.0782;0.0013395;6.721e-05
-1.3419e-05;1;-0.00022861;0.0782;0.0013424;6.7353e-05
-1.3763e-05;1;-0.00023447;0.0782;0.0013452;6.7496e-05
-1.4107e-05;1;-0.00024033;0.0782;0.0013481;6.7639e-05
-1.4451e-05;1;-0.00024619;0.0782;0.0013509;6.7782e-05
-1.4795e-05;1;-0.00025205;0.0782;0.0013538;6.7925e-05
-1.5139e-05;1;-0.00025791;0.0782;0.0013566;6.8068e-05
-1.5483e-05;1;-0.00026377;0.0782;0.0013595;6.8211e-05
-1.5828e-05;1;-0.00026963;0.0782;0.0013623;6.8354e-05
-1.6172e-05;1;-0.0002755;0.0782;0.0013651;6.8497e-05
-1.6516e-05;1;-0.00028136;0.0782;0.001368;6.864e-05
-1.686e-05;1;-0.00028722;0.0782;0.0013709;6.8783e-05
-1.7204e-05;1;-0.00029308;0.0782;0.0013737;6.8926e-05
-1.7548e-05;1;-0.00029894;0.0782;0.0013766;6.9069e-05
-1.7892e-05;1;-0.0003048;0.0782;0.0013794;6.9212e-05
-1.8236e-05;1;-0.00031066;0.0782;0.0013822;6.9355e-05
-1.858e-05;1;-0.00031653;0.0782;0.0013851;6.9498e-05
-1.8924e-05;1;-0.00032239;0.0782;0.001388;6.9641e-05
-1.9268e-05;1;-0.00032825;0.0782;0.0013908;6.9784e-05
-1.9612e-05;1;-0.00033411;0.0782;0.0013937;6.9927e-05
-1.9956e-05;1;-0.00033997;0.0782;0.0013965;7.007e-05
-2.03e-05;1;-0.00034583;0.0782;0.0013994;7.0213e-05
-2.0644e-05;1;-0.00035169;0.0782;0.0014022;7.0356e-05
-2.0989e-05;1;-0.00035756;0.0782;0.0014051;7.0499e-05
-2.1333e-05;1;-0.00036342;0.0782;0.0014079;7.0642e-05
-2.1677e-05;1;-0.00036928;0.0782;0.0014107;7.0785e-05
-2.2021e-05;1;-0.00037514;0.0782;0.0014136;7.0928e-05
-2.2365e-05;1;-0.000381;0.0782;0.0014165;7.1071e-05
-2.2709e-05;1;-0.00038686;0.0782;0.0014193;7.1214e-05
-2.3053e-05;1;-0.00039272;0.0782;0.0014222;7.1357e-05
-2.3397e-05;1;-0.00039859;0.0782;0.001425;7.15e-05
-2.3741e-05;1;-0.00040445;0.0782;0.0014278;7.1643e-05
-2.4085e-05;1;-0.00041031;0.0782;0.0014307;7.1786e-05
-2.4429e-05;1;-0.00041617;0.0782;0.0014336;7.1929e-05
-2.4773e-05;1;-0.00042203;0.0782;0.0014364;7.2072e-05
-2.5117e-05;1;-0.00042789;0.0782;0.0014393;7.2215e-05
-2.5461e-05;1;-0.00043375;0.0782;0.0014421;7.2358e-05
-2.5805e-05;1;-0.00043962;0.0782;0.001445;7.2501e-05
-2.6149e-05;1;-0.00044548;0.0782;0.0014478;7.2644e-05
-2.6494e-05;1;-0.00045134;0.0782;0.0014507;7.2787e-05
-2.6838e-05;1;-0.0004572;0.0782;0.0014535;7.293e-05
-2.7182e-05;1;-0.00046306;0.0782;0.0014563;7.3073e-05
-2.7526e-05;1;-0.00046892;0.0782;0.0014592;7.3216e-05
-2.787e-05;1;-0.00047478;0.0782;0.0014621;7.3359e-05
-2.8214e-05;1;-0.00048064;0.0782;0.0014649;7.3502e-05
-2.8596e-05;1;-0.00048716;0.0782;0.0014678;7.3645e-05
-2.9058e-05;1;-0.00049503;0.0782;0.0014706;7.3788e-05
-2.952e-05;1;-0.0005029;0.0782;0.0014734;7.3931e-05
-2.9982e-05;1;-0.00051077;0.0782;0.0014763;7.4074e-05
-3.0444e-05;1;-0.00051864;0.0782;0.0014792;7.4217e-05
-3.0906e-05;1;-0.00052651;0.0782;0.001482;7.436e-05
-3.1368e-05;1;-0.00053437;0.0782;0.0014849;7.4503e-05
-3.183e-05;1;-0.00054224;0.0782;0.0014877;7.4646e-05
-3.2292e-05;1;-0.00055011;0.0782;0.0014905;7.4789e-05
-3.2754e-05;1;-0.00055798;0.0782;0.0014934;7.4932e-05
-3.3215e-05;1;-0.00056585;0.0782;0.0014963;7.5075e-05
-3.3677e-05;1;-0.00057372;0.0782;0.0014991;7.5218e-05
-3.4139e-05;1;-0.00058159;0.0782;0.0015019;7.5361e-05
-3.4601e-05;1;-0.00058946;0.0782;0.0015048;7.5504e-05
-3.5063e-05;1;-0.00059733;0.0782;0.0015077;7.5647e-05
-3.5525e-05;1;-0.0006052;0.0782;0.0015105;7.579e-05
-3.5987e-05;1;-0.00061306;0.0782;0.0015134;7.5933e-05
-3.6449e-05;1;-0.00062093;0.0782;0.0015162;7.6076e-05
-3.6911e-05;1;-0.0006288;0.0782;0.001519;7.6219e-05
-3.7373e-05;1;-0.00063667;0.0782;0.0015219;7.6362e-05
-3.7835e-05;1;-0.00064454;0.0782;0.0015248;7.6505e-05
-3.8296e-05;1;-0.00065241;0.0782;0.0015276;7.6648e-05
-3.8758e-05;1;-0.00066028;0.0782;0.0015305;7.6791e-05
-3.922e-05;1;-0.00066815;0.0782;0.0015333;7.6934e-05
-3.9682e-05;1;-0.00067602;0.0782;0.0015361;7.7077e-05
-4.0144e-05;1;-0.00068389;0.0782;0.001539;7.722e-05
-4.0606e-05;1;-0.00069175;0.0782;0.0015419;7.7363e-05
-4.1068e-05;1;-0.00069962;0.0782;0.0015447;7.7506e-05
-4.153e-05;1;-0.00070749;0.0782;0.0015476;7.7649e-05
-4.1992e-05;1;-0.00071536;0.0782;0.0015504;7.7792e-05
-4.2454e-05;1;-0.00072323;0.0782;0.0015533;7.7935e-05
-4.2916e-05;1;-0.0007311;0.0782;0.0015561;7.8078e-05
-4.3377e-05;1;-0.00073897;0.0782;0.001559;7.8221e-05
-4.3839e-05;1;-0.00074684;0.0782;0.0015618;7.8364e-05
-4.4301e-05;1;-0.00075471;0.0782;0.0015646;7.8507e-05
-4.4763e-05;1;-0.00076258;0.0782;0.0015675;7.865e-05
-4.5225e-05;1;-0.00077044;0.0782;0.0015704;7.8793e-05
-4.5687e-05;1;-0.00077831;0.0782;0.0015732;7.8936e-05
-4.6149e-05;1;-0.00078618;0.0782;0.0015761;7.9079e-05
-4.6611e-05;1;-0.00079405;0.0782;0.0015789;7.9222e-05
-4.7073e-05;1;-0.00080192;0.0782;0.0015817;7.9365e-05
-4.7535e-05;1;-0.00080979;0.0782;0.0015846;7.9508e-05
-4.7997e-05;1;-0.00081766;0.0782;0.0015875;7.9651e-05
-4.8458e-05;1;-0.00082553;0.0782;0.0015903;7.9794e-05
-4.892e-05;1;-0.0008334;0.0782;0.0015932;7.9937e-05
-4.9382e-05;1;-0.00084127;0.0782;0.001596;8.008e-05
-4.9844e-05;1;-0.00084913;0.0782;0.0015989;8.0223e-05
-5.0379e-05;1;-0.00085824;0.0782;0.0016017;8.0366e-05
-5.0976e-05;1;-0.00086841;0.0782;0.0016046;8.0509e-05
-5.1573e-05;1;-0.00087858;0.0782;0.0016074;8.0652e-05
-5.2169e-05;1;-0.00088875;0.0782;0.0016102;8.0795e-05
-5.2766e-05;1;-0.00089892;0.0782;0.0016131;8.0938e-05
-5.3363e-05;1;-0.00090908;0.0782;0.001616;8.1081e-05
-5.396e-05;1;-0.00091925;0.0782;0.0016188;8.1224e-05
-5.4557e-05;1;-0.00092942;0.0782;0.0016217;8.1367e-05
-5.5154e-05;1;-0.00093959;0.0782;0.0016245;8.151e-05
-5.5751e-05;1;-0.00094976;0.0782;0.0016273;8.1653e-05
-5.6348e-05;1;-0.00095993;0.0782;0.0016302;8.1796e-05
-5.6945e-05;1;-0.0009701;0.0782;0.0016331;8.1939e-05
-5.7542e-05;1;-0.00098027;0.0782;0.0016359;8.2082e-05
-5.8139e-05;1;-0.00099044;0.0782;0.0016388;8.2225e-05
-5.8736e-05;1;-0.0010006;0.0782;0.0016416;8.2368e-05
-5.9333e-05;1;-0.0010108;0.0782;0.0016445;8.2511e-05
-5.9929e-05;1;-0.0010209;0.0782;0.0016473;8.2654e-05
-6.0526e-05;1;-0.0010311;0.0782;0.0016502;8.2797e-05
-6.1123e-05;1;-0.0010413;0.0782;0.001653;8.294e-05
-6.172e-05;1;-0.0010515;0.0782;0.0016558;8.3083e-05
-6.2317e-05;1;-0.0010616;0.0782;0.0016587;8.3226e-05
-6.2914e-05;1;-0.0010718;0.0782;0.0016616;8.3369e-05
-6.3511e-05;1;-0.001082;0.0782;0.0016644;8.3512e-05
-6.4108e-05;1;-0.0010921;0.0782;0.0016673;8.3655e-05
-6.4705e-05;1;-0.0011023;0.0782;0.0016701;8.3798e-05
-6.5302e-05;1;-0.0011125;0.0782;0.0016729;8.3941e-05
-6.5899e-05;1;-0.0011226;0.0782;0.0016758;8.4084e-05
-6.6496e-05;1;-0.0011328;0.0782;0.0016787;8.4227e-05
-6.7093e-05;1;-0.001143;0.0782;0.0016815;8.437e-05
-6.7689e-05;1;-0.0011531;0.0782;0.0016844;8.4513e-05
-6.8286e-05;1;-0.0011633;0.0782;0.0016872;8.4656e-05
-6.8883e-05;1;-0.0011735;0.0782;0.0016901;8.4799e-05
-6.948e-05;1;-0.0011836;0.0782;0.0016929;8.4942e-05
-7.0077e-05;1;-0.0011938;0.0782;0.0016958;8.5085e-05
-7.0674e-05;1;-0.001204;0.0782;0.0016986;8.5228e-05
-7.1271e-05;1;-0.0012142;0.0782;0.0017014;8.5371e-05
-7.1868e-05;1;-0.0012243;0.0782;0.0017043;8.5514e-05
-7.2465e-05;1;-0.0012345;0.0782;0.0017072;8.5657e-05
-7.3062e-05;1;-0.0012447;0.0782;0.00171;8.58e-05
-7.3659e-05;1;-0.0012548;0.0782;0.0017129;8.5943e-05
-7.4256e-05;1;-0.001265;0.0782;0.0017157;8.6086e-05
-7.4853e-05;1;-0.0012752;0.0782;0.0017185;8.6229e-05
-7.5449e-05;1;-0.0012853;0.0782;0.0017214;8.6372e-05
-7.6046e-05;1;-0.0012955;0.0782;0.0017243;8.6515e-05
-7.6643e-05;1;-0.0013057;0.0782;0.0017271;8.6658e-05
-7.724e-05;1;-0.0013158;0.0782;0.00173;8.6801e-05
-7.7837e-05;1;-0.001326;0.0782;0.0017328;8.6944e-05
-7.8549e-05;1;-0.0013381;0.0782;0.0017357;8.7087e-05
-7.9299e-05;1;-0.0013509;0.0782;0.0017385;8.723e-05
-8.0049e-05;1;-0.0013637;0.0782;0.0017414;8.7373e-05
-8.08e-05;1;-0.0013765;0.0782;0.0017442;8.7516e-05
-8.155e-05;1;-0.0013893;0.0782;0.001747;8.7659e-05
-8.23e-05;1;-0.001402;0.0782;0.0017499;8.7802e-05
-8.305e-05;1;-0.0014148;0.0782;0.0017528;8.7945e-05
-8.3801e-05;1;-0.0014276;0.0782;0.0017556;8.8088e-05
-8.4551e-05;1;-0.0014404;0.0782;0.0017585;8.8231e-05
-8.5301e-05;1;-0.0014532;0.0782;0.0017613;8.8374e-05
-8.6052e-05;1;-0.001466;0.0782;0.0017641;8.8517e-05
-8.6802e-05;1;-0.0014787;0.0782;0.001767;8.866e-05
-8.7552e-05;1;-0.0014915;0.0782;0.0017699;8.8803e-05
-8.8302e-05;1;-0.0015043;0.0782;0.0017727;8.8946e-05
-8.9053e-05;1;-0.0015171;0.0782;0.0017756;8.9089e-05
-8.9803e-05;1;-0.0015299;0.0782;0.0017784;8.9232e-05
-9.0553e-05;1;-0.0015426;0.0782;0.0017813;8.9375e-05
-9.1303e-05;1;-0.0015554;0.0782;0.0017841;8.9518e-05
-9.2054e-05;1;-0.0015682;0.0782;0.001787;8.9661e-05
-9.2804e-05;1;-0.001581;0.0782;0.0017898;8.9804e-05
-9.3554e-05;1;-0.0015938;0.0782;0.0017927;8.9947e-05
-9.4305e-05;1;-0.0016066;0.0782;0.0017955;9.009e-05
-9.5055e-05;1;-0.0016193;0.0782;0.0017984;9.0233e-05
-9.5805e-05;1;-0.0016321;0.0782;0.0018012;9.0376e-05
-9.6555e-05;1;-0.0016449;0.0782;0.0018041;9.0519e-05
-9.7306e-05;1;-0.0016577;0.0782;0.0018069;9.0662e-05
-9.8056e-05;1;-0.0016705;0.0782;0.0018097;9.0805e-05
-9.8806e-05;1;-0.0016832;0.0782;0.0018126;9.0948e-05
-9.9556e-05;1;-0.001696;0.0782;0.0018155;9.1091e-05
-0.00010031;1;-0.0017088;0.0782;0.0018183;9.1234e-05
-0.00010106;1;-0.0017216;0.0782;0.0018212;9.1377e-05
-0.00010181;1;-0.0017344;0.0782;0.001824;9.152e-05
-0.00010256;1;-0.0017471;0.0782;0.0018268;9.1663e-05
-0.00010331;1;-0.0017599;0.0782;0.0018297;9.1806e-05
-0.00010406;1;-0.0017727;0.0782;0.0018326;9.1949e-05
-0.00010481;1;-0.0017855;0.0782;0.0018354;9.2092e-05
-0.00010556;1;-0.0017983;0.0782;0.0018383;9.2235e-05
-0.00010631;1;-0.0018111;0.0782;0.0018411;9.2378e-05
-0.00010706;1;-0.0018238;0.0782;0.001844;9.2521e-05
-0.00010781;1;-0.0018366;0.0782;0.0018468;9.2664e-05
-0.00010856;1;-0.0018494;0.0782;0.0018497;9.2807e-05
-0.00010931;1;-0.0018622;0.0782;0.0018525;9.295e-05
-0.00011006;1;-0.001875;0.0782;0.0018553;9.3093e-05
-0.00011081;1;-0.0018877;0.0782;0.0018582;9.3236e-05
-0.00011156;1;-0.0019005;0.0782;0.0018611;9.3379e-05
-0.00011231;1;-0.0019133;0.0782;0.0018639;9.3522e-05
-0.00011306;1;-0.0019261;0.0782;0.0018668;9.3665e-05
-0.00011398;1;-0.0019417;0.0782;0.0018696;9.3808e-05
-0.0001149;1;-0.0019574;0.0782;0.0018724;9.3951e-05
-0.00011582;1;-0.0019732;0.0782;0.0018753;9.4094e-05
-0.00011675;1;-0.0019889;0.0782;0.0018782;9.4237e-05
-0.00011767;1;-0.0020046;0.0782;0.001881;9.438e-05
-0.00011859;1;-0.0020203;0.0782;0.0018839;9.4523e-05
-0.00011952;1;-0.0020361;0.0782;0.0018867;9.4666e-05
-0.00012044;1;-0.0020518;0.0782;0.0018896;9.4809e-05
-0.00012136;1;-0.0020675;0.0782;0.0018924;9.4952e-05
-0.00012229;1;-0.0020833;0.0782;0.0018953;9.5095e-05
-0.00012321;1;-0.002099;0.0782;0.0018981;9.5238e-05
-0.00012413;1;-0.0021147;0.0782;0.0019009;9.5381e-05
-0.00012506;1;-0.0021304;0.0782;0.0019038;9.5524e-05
-0.00012598;1;-0.0021462;0.0782;0.0019067;9.5667e-05
-0.0001269;1;-0.0021619;0.0782;0.0019095;9.581e-05
-0.00012783;1;-0.0021776;0.0782;0.0019124;9.5953e-05
-0.00012875;1;-0.0021934;0.0782;0.0019152;9.6096e-05
-0.00012967;1;-0.0022091;0.0782;0.001918;9.6239e-05
